"用户号","机顶盒设备号","节目名称","节目ID","观看次数","分类","二级目录","分类名称","二级目录ID","分类名称ID","观看时长","点播日期","最早观看时间","最近观看时间","观看时间跨度","语种","地区","时间跨度","使用时长","总观看时长"
"10799","10487","蒙面唱将猜猜猜 第二季：真假黄晓明难倒猜评团","1681","3","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","5700",,"2017-09-09 19:35","2017-09-10 16:42","76020.000000","国语","大陆","6140520.000000","7107840.000000","61440"
"10801","11240","中餐厅：赵薇晓明“相爱相杀”","132","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","1080",,"2017-07-24 17:54","2017-07-24 18:48","3240.000000","国语","大陆","2020680.000000","7788120.000000","72300"
"10801","11240","八方传奇","266","2","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2580",,"2017-07-08 11:40","2017-07-08 12:23","2580.000000","国语","大陆","615180.000000","7788120.000000","72300"
"10801","11240","反恐特战队之猎影","368","24","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2460",,"2017-08-01 11:11","2017-08-09 21:12","727260.000000","国语","大陆","3411720.000000","7788120.000000","72300"
"10801","11240","奔跑吧：收官之战！邓超遇王力宏变迷弟","573","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","6600",,"2017-07-03 19:38","2017-07-03 19:38","0.000000","国语","大陆","209280.000000","7788120.000000","72300"
"10801","11240","奔跑吧：鹿晗大秀球技","583","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","11280",,"2017-07-28 16:31","2017-07-28 16:31","0.000000","国语","大陆","2358060.000000","7788120.000000","72300"
"10801","11240","守卫者-浮出水面","608","3","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2520",,"2017-08-17 08:34","2017-08-27 11:35","874860.000000","国语","大陆","4932300.000000","7788120.000000","72300"
"10801","11240","我们的爱","836","2","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2400",,"2017-08-23 15:59","2017-08-23 16:39","2400.000000","国语","大陆","4604940.000000","7788120.000000","72300"
"10801","11240","我的前半生","877","3","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2580",,"2017-07-17 14:17","2017-07-17 18:00","13380.000000","国语","大陆","1413000.000000","7788120.000000","72300"
"10801","11240","抓住彩虹的男人","896","1","精彩点","精彩点",,"2","0","2580",,"2017-09-19 12:31","2017-09-19 12:31","0.000000",,,"6922860.000000","7788120.000000","72300"
"10801","11240","挑战者联盟 第三季：魏晨遭队友无视险暴走","917","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","780",,"2017-07-03 21:28","2017-07-03 21:28","0.000000","国语","大陆","215880.000000","7788120.000000","72300"
"10801","11240","极限挑战 第三季：孙红雷智斗大妈 张艺兴进化小狐狸","1118","1","精彩点","精彩点",,"2","0","5460",,"2017-07-17 19:00","2017-07-17 19:00","0.000000",,,"1416600.000000","7788120.000000","72300"
"10801","11240","极限挑战 第三季：沙溢被虐惨叫连连","1122","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","3360",,"2017-07-17 20:31","2017-07-24 15:51","588000.000000","国语","大陆","2010060.000000","7788120.000000","72300"
"10801","11240","楚乔传","1163","29","精彩点/大陆剧场","精彩点","大陆剧场","2","11","3240",,"2017-07-01 09:30","2017-07-29 09:58","2420880.000000","国语","大陆","2420880.000000","7788120.000000","72300"
"10801","11240","深海利剑","1227","47","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2700",,"2017-08-07 09:50","2017-09-13 12:49","3207540.000000","国语","大陆","6405540.000000","7788120.000000","72300"
"10801","11240","爱你一生","1291","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","360",,"2017-09-24 11:27","2017-09-24 11:27","0.000000","国语","大陆","7351020.000000","7788120.000000","72300"
"10801","11240","爱情公寓三","1311","1","热点专题","热点专题",,"1","0","360",,"2017-07-28 16:25","2017-07-28 16:25","0.000000",,,"2357700.000000","7788120.000000","72300"
"10801","11240","猜拳","1363","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","60",,"2017-07-23 20:59","2017-07-23 20:59","0.000000","国语","大陆","1942140.000000","7788120.000000","72300"
"10801","11240","秦时丽人明月心","1515","102","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2640",,"2017-08-20 13:23","2017-09-29 12:52","3454140.000000","国语","大陆","7788120.000000","7788120.000000","72300"
"10801","11240","绝密543","1565","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","120",,"2017-08-05 13:05","2017-08-05 13:05","0.000000","国语","大陆","3036900.000000","7788120.000000","72300"
"10801","11240","花开半夏","1665","8","精彩点","精彩点",,"2","0","240",,"2017-09-03 09:51","2017-09-07 19:23","379920.000000",,,"5910780.000000","7788120.000000","72300"
"10801","11240","血染大青山","1709","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1620",,"2017-08-28 12:53","2017-08-28 12:53","0.000000","国语","大陆","5023380.000000","7788120.000000","72300"
"10801","11240","西游记","1722","58","热点专题/大陆剧场","热点专题","大陆剧场","1","11","5640",,"2017-07-26 14:43","2017-07-31 10:14","415860.000000","国语","大陆","2594640.000000","7788120.000000","72300"
"10801","11240","警察锅哥","1731","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1260",,"2017-08-27 11:38","2017-08-27 11:38","0.000000","国语","大陆","4932480.000000","7788120.000000","72300"
"10801","11240","赌城群英会","1771","6","精彩点/港台剧场","精彩点","港台剧场","2","20","1800",,"2017-07-08 19:56","2017-07-09 12:21","59100.000000","粤语","香港","701460.000000","7788120.000000","72300"
"10801","11240","轩辕剑之汉之云","1833","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1020",,"2017-08-30 13:16","2017-08-30 13:16","0.000000","国语","大陆","5197560.000000","7788120.000000","72300"
"10801","11240","那年花开月正圆","1875","4","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2100",,"2017-09-15 20:06","2017-09-16 10:27","51660.000000","国语","大陆","6656220.000000","7788120.000000","72300"
"10801","11240","醉玲珑","1887","2","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2700",,"2017-07-31 11:09","2017-07-31 11:58","2940.000000","国语","大陆","2600880.000000","7788120.000000","72300"
"10801","11240","领养","2023","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","120",,"2017-08-30 20:41","2017-08-30 20:41","0.000000","国语","大陆","5224260.000000","7788120.000000","72300"
"10801","11240","飞虎队大营救","2038","3","精彩点/大陆剧场","精彩点","大陆剧场","2","11","60",,"2017-08-05 13:07","2017-08-07 09:08","158460.000000","国语","大陆","3195480.000000","7788120.000000","72300"
"10801","11240","黑土热血","2087","36","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2580",,"2017-09-09 13:00","2017-09-18 12:56","777360.000000","国语","大陆","6837960.000000","7788120.000000","72300"
"10802","10147","使徒行者2","234","9","精彩点/港台剧场","精彩点","港台剧场","2","20","1980",,"2017-09-22 14:27","2017-09-26 21:06","369540.000000","粤语","香港","7176960.000000","7176960.000000","21960"
"10802","10147","我们的爱","836","28","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1620",,"2017-08-27 00:26","2017-08-30 01:18","262320.000000","国语","大陆","4772880.000000","7176960.000000","21960"
"10802","10147","我的前半生","877","5","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1380",,"2017-07-23 15:15","2017-07-27 16:34","350340.000000","国语","大陆","1890240.000000","7176960.000000","21960"
"10802","10147","新水浒传","952","1","热点专题","热点专题",,"1","0","120",,"2017-07-24 17:13","2017-07-24 17:13","0.000000",,,"1633380.000000","7176960.000000","21960"
"10802","10147","楚乔传","1163","5","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2700",,"2017-07-05 19:30","2017-07-24 17:18","1633680.000000","国语","大陆","1633680.000000","7176960.000000","21960"
"10802","10147","楚汉传奇","1164","2","热点专题/大陆剧场","热点专题","大陆剧场","1","11","180",,"2017-07-24 17:15","2017-07-29 16:35","429600.000000","国语","大陆","2063100.000000","7176960.000000","21960"
"10802","10147","欢乐颂2","1179","2","精彩点/大陆剧场","精彩点","大陆剧场","2","11","240",,"2017-07-30 14:01","2017-07-30 14:05","240.000000","国语","大陆","2140500.000000","7176960.000000","21960"
"10802","10147","深夜食堂","1226","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","540",,"2017-07-30 13:52","2017-07-30 13:52","0.000000","国语","大陆","2139720.000000","7176960.000000","21960"
"10802","10147","秦时丽人明月心","1515","2","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1200",,"2017-08-26 23:56","2017-08-27 00:16","1200.000000","国语","大陆","4509960.000000","7176960.000000","21960"
"10802","10147","美好的意外","1584","6","精彩点/喜剧","精彩点","喜剧","2","23","9060",,"2017-09-04 15:52","2017-09-04 18:57","11100.000000","国语","大陆","5268420.000000","7176960.000000","21960"
"10802","10147","踩过界","1828","9","精彩点/港台剧场","精彩点","港台剧场","2","20","240",,"2017-07-07 21:26","2017-07-08 18:29","75780.000000","粤语","香港","255540.000000","7176960.000000","21960"
"10802","10147","黑夜传说4","2089","2","精彩点","精彩点",,"2","0","2700",,"2017-08-22 15:38","2017-08-22 15:38","0.000000",,,"4133280.000000","7176960.000000","21960"
"10805","10774","一路惊喜","58","2","热点专题/爱情","热点专题","爱情","1","19","6420",,"2017-07-22 13:40","2017-07-22 13:40","0.000000","国语","大陆","1446660.000000","7418040.000000","118920"
"10805","10774","中国新歌声 第二季：叶晓粤改编《平凡之路》","112","1","精彩点","精彩点",,"2","0","6480",,"2017-09-25 14:55","2017-09-25 14:55","0.000000",,,"7067160.000000","7418040.000000","118920"
"10805","10774","中国新歌声 第二季：周董自曝撩妹套路","114","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","6240",,"2017-08-01 12:45","2017-08-01 12:45","0.000000","国语","大陆","2307360.000000","7418040.000000","118920"
"10805","10774","中国新歌声 第二季：导师混战开启 扎西平措唱响雪域天籁","115","1","精彩点","精彩点",,"2","0","7860",,"2017-08-23 19:06","2017-08-23 19:06","0.000000",,,"4231020.000000","7418040.000000","118920"
"10805","10774","中国新歌声 第二季：张婉清红酒嗓再现经典","116","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","6600",,"2017-08-19 18:54","2017-08-19 18:54","0.000000","国语","大陆","3884700.000000","7418040.000000","118920"
"10805","10774","中国新歌声 第二季：最终突围战达布深情献唱","117","2","精彩点","精彩点",,"2","0","3120",,"2017-09-09 18:06","2017-09-09 19:05","3540.000000",,,"5699760.000000","7418040.000000","118920"
"10805","10774","中国新歌声 第二季：杰伦Eason对唱","118","3","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","4680",,"2017-07-18 19:55","2017-07-18 20:50","3300.000000","国语","大陆","1126860.000000","7418040.000000","118920"
"10805","10774","中国新歌声 第二季：王菲密友登场召唤回忆杀","119","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","1260",,"2017-08-08 14:51","2017-08-08 15:15","1440.000000","国语","大陆","2921160.000000","7418040.000000","118920"
"10805","10774","中国新歌声 第二季：郭沁治愈嗓音征服E神","122","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","6180",,"2017-09-04 18:25","2017-09-04 18:25","0.000000","国语","大陆","5265360.000000","7418040.000000","118920"
"10805","10774","台湾味道 第一季","403","1","精彩点/纪录片","精彩点","纪录片","2","25","60",,"2017-07-22 15:31","2017-07-22 15:31","0.000000","国语","台湾","1453320.000000","7418040.000000","118920"
"10805","10774","大军师司马懿之军师联盟","523","7","精彩点/大陆剧场","精彩点","大陆剧场","2","11","3120",,"2017-07-05 19:49","2017-07-18 19:10","1120860.000000","国语","大陆","1120860.000000","7418040.000000","118920"
"10805","10774","心花路放","762","2","精彩点","精彩点",,"2","0","6960",,"2017-09-26 16:37","2017-09-26 16:37","0.000000",,,"7159680.000000","7418040.000000","118920"
"10805","10774","捉迷藏","919","2","精彩点","精彩点",,"2","0","5580",,"2017-07-09 18:40","2017-07-09 18:40","0.000000",,,"341460.000000","7418040.000000","118920"
"10805","10774","木乃伊2","1049","4","精彩点","精彩点",,"2","0","3480",,"2017-09-29 13:44","2017-09-29 16:23","9540.000000",,,"7418040.000000","7418040.000000","118920"
"10805","10774","灭门","1256","1","精彩点","精彩点",,"2","0","5340",,"2017-07-19 20:23","2017-07-19 20:23","0.000000",,,"1211640.000000","7418040.000000","118920"
"10805","10774","那年花开月正圆","1875","13","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2460",,"2017-09-04 21:33","2017-09-14 20:26","859980.000000","国语","大陆","6136620.000000","7418040.000000","118920"
"10805","10774","非诚勿扰：“备胎”女孩委屈哭","1985","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","5580",,"2017-09-20 13:47","2017-09-20 13:47","0.000000","国语","大陆","6631080.000000","7418040.000000","118920"
"10805","10774","非诚勿扰：“电竞吴克群”上线 现场合唱嘻哈陷尴尬","1987","2","精彩点","精彩点",,"2","0","2340",,"2017-09-25 13:41","2017-09-25 14:20","2340.000000",,,"7065060.000000","7418040.000000","118920"
"10805","10774","非诚勿扰：养猫男踩“雷区”VCR播完10女集体瞬间灭灯","1990","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","4440",,"2017-09-19 16:31","2017-09-19 16:31","0.000000","国语","大陆","6554520.000000","7418040.000000","118920"
"10805","10774","非诚勿扰：男嘉宾妖娆舞姿嗨翻全场","1996","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","300",,"2017-09-24 19:30","2017-09-24 19:30","0.000000","国语","大陆","6997260.000000","7418040.000000","118920"
"10805","10774","非诚勿扰：男嘉宾拿命追梦 终选女生感动飙泪","1997","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","5940",,"2017-09-20 15:20","2017-09-20 15:20","0.000000","国语","大陆","6636660.000000","7418040.000000","118920"
"10805","10774","非诚勿扰：相声男爱轻熟女被质疑","1998","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","4140",,"2017-09-19 19:06","2017-09-19 19:06","0.000000","国语","大陆","6563820.000000","7418040.000000","118920"
"10805","10774","非诚勿扰：胖子界“彭于宴”尬舞表白","1999","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","5460",,"2017-09-22 13:51","2017-09-22 13:51","0.000000","国语","大陆","6804120.000000","7418040.000000","118920"
"10805","10774","非诚勿扰：花痴女求撩狂示爱","2000","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","4860",,"2017-09-19 17:45","2017-09-19 17:45","0.000000","国语","大陆","6558960.000000","7418040.000000","118920"
"10805","10774","非诚勿扰：邵逸凡留灯！真情表白“双面法官”终牵手","2001","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","4380",,"2017-09-27 13:15","2017-09-27 13:15","0.000000","国语","大陆","7233960.000000","7418040.000000","118920"
"10805","10774","龙珠Z：复活的弗利萨","2105","2","热点专题/动画片","热点专题","动画片","1","18","5640",,"2017-09-26 15:04","2017-09-26 15:04","0.000000","日语","日本","7154100.000000","7418040.000000","118920"
"10811","10037","hold住爱","33","2","热点专题","热点专题",,"1","0","2940",,"2017-09-24 10:17","2017-09-24 10:17","0.000000",,,"7299180.000000","7299180.000000","101700"
"10811","10037","三生三世十里桃花","92","4","精彩点/大陆剧场","精彩点","大陆剧场","2","11","480",,"2017-07-12 10:48","2017-07-12 12:31","6180.000000","国语","大陆","913620.000000","7299180.000000","101700"
"10811","10037","人间至味是清欢","195","7","精彩点/大陆剧场","精彩点","大陆剧场","2","11","540",,"2017-09-09 12:35","2017-09-09 16:13","13080.000000","国语","大陆","6024540.000000","7299180.000000","101700"
"10811","10037","仙剑奇侠传三","215","14","热点专题/大陆剧场","热点专题","大陆剧场","1","11","60",,"2017-09-15 14:37","2017-09-23 12:32","683700.000000","国语","大陆","7220880.000000","7299180.000000","101700"
"10811","10037","何以笙箫默","227","2","精彩点","精彩点",,"2","0","900",,"2017-08-01 17:59","2017-08-01 17:59","0.000000",,,"2661300.000000","7299180.000000","101700"
"10811","10037","唐人街探案","469","2","热点专题","热点专题",,"1","0","7860",,"2017-08-03 14:18","2017-08-03 14:18","0.000000",,,"2820840.000000","7299180.000000","101700"
"10811","10037","夏洛特的网","508","2","精彩点","精彩点",,"2","0","5280",,"2017-08-02 14:35","2017-08-02 14:35","0.000000",,,"2735460.000000","7299180.000000","101700"
"10811","10037","小公主苏菲亚","665","3","精彩点/电视剧场","精彩点","电视剧场","2","12","2280",,"2017-08-07 11:39","2017-08-07 13:22","6180.000000","国语","大陆","3163080.000000","7299180.000000","101700"
"10811","10037","心花路放","762","2","热点专题","热点专题",,"1","0","2580",,"2017-08-08 20:15","2017-08-08 20:15","0.000000",,,"3274260.000000","7299180.000000","101700"
"10811","10037","快乐大本营：“何尔萌”合体默契值突破天际","770","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","6660",,"2017-09-16 16:20","2017-09-16 16:20","0.000000","国语","大陆","6629760.000000","7299180.000000","101700"
"10811","10037","快乐大本营：吴亦凡现场diss杜海涛","772","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","3180",,"2017-09-09 18:34","2017-09-09 18:34","0.000000","国语","大陆","6033000.000000","7299180.000000","101700"
"10811","10037","快乐大本营：赵薇黄晓明领衔“餐厅保卫战”","777","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","360",,"2017-08-27 17:05","2017-08-27 18:45","6000.000000","国语","大陆","4910460.000000","7299180.000000","101700"
"10811","10037","快乐大本营：黄轩童子功强势pk苗苗舞蹈功底","780","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","3240",,"2017-09-23 18:45","2017-09-23 18:45","0.000000","国语","大陆","7243260.000000","7299180.000000","101700"
"10811","10037","憨豆先生动画版 第二季","819","8","精彩点/其他","精彩点","其他","2","26","600",,"2017-09-15 18:55","2017-09-15 19:27","1920.000000","英语","英国","6554580.000000","7299180.000000","101700"
"10811","10037","我们的少年时代","834","20","精彩点/大陆剧场","精彩点","大陆剧场","2","11","480",,"2017-07-13 12:57","2017-08-01 12:19","1639320.000000","国语","大陆","2640900.000000","7299180.000000","101700"
"10811","10037","抓住彩虹的男人","896","2","精彩点","精彩点",,"2","0","600",,"2017-09-23 18:30","2017-09-23 18:40","600.000000",,,"7242960.000000","7299180.000000","101700"
"10811","10037","来吧冠军 第二季：奥尼尔求婚宋茜 郑恺遭刘炜秒杀","1081","3","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","780",,"2017-07-15 18:54","2017-07-16 09:26","52320.000000","国语","大陆","1248120.000000","7299180.000000","101700"
"10811","10037","来吧冠军 第二季：奥尼尔表白Baby 郑恺“卖”友求锦囊","1082","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","2640",,"2017-07-14 12:12","2017-07-14 12:12","0.000000","国语","大陆","1085280.000000","7299180.000000","101700"
"10811","10037","极限挑战 第二季20160508期","1127","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","23220",,"2017-08-12 01:11","2017-08-12 01:11","0.000000","国语","大陆","3551220.000000","7299180.000000","101700"
"10811","10037","查理和巧克力工厂","1145","1","精彩点","精彩点",,"2","0","6420",,"2017-08-05 12:56","2017-08-05 12:56","0.000000",,,"2988720.000000","7299180.000000","101700"
"10811","10037","栀子花开","1146","2","精彩点","精彩点",,"2","0","6060",,"2017-08-03 16:29","2017-08-03 16:29","0.000000",,,"2828700.000000","7299180.000000","101700"
"10811","10037","楚乔传","1163","11","精彩点/大陆剧场","精彩点","大陆剧场","2","11","120",,"2017-07-03 22:24","2017-07-22 09:36","1595520.000000","国语","大陆","1767120.000000","7299180.000000","101700"
"10811","10037","浪花一朵朵","1216","15","精彩点/大陆剧场","精彩点","大陆剧场","2","11","180",,"2017-08-06 09:37","2017-08-08 19:08","207060.000000","国语","大陆","3270240.000000","7299180.000000","101700"
"10811","10037","王牌对王牌 第二季：“食神大战”王源薛之谦","1386","2","精彩点","精彩点",,"2","0","4860",,"2017-07-01 22:44","2017-07-03 00:32","92880.000000",,,"92880.000000","7299180.000000","101700"
"10811","10037","神奇阿呦","1495","6","精彩点/电视剧场","精彩点","电视剧场","2","12","1140",,"2017-08-26 17:18","2017-09-10 19:24","1303560.000000","国语","大陆","6122400.000000","7299180.000000","101700"
"10811","10037","西游记","1722","8","精彩点/大陆剧场","精彩点","大陆剧场","2","11","5040",,"2017-09-15 16:34","2017-09-15 18:00","5160.000000","国语","大陆","6549360.000000","7299180.000000","101700"
"10811","10037","车在?逋？高清)","1829","2","精彩点","精彩点",,"2","0","5280",,"2017-08-09 22:13","2017-08-09 22:13","0.000000",,,"3367740.000000","7299180.000000","101700"
"10811","10037","钟馗伏魔：雪妖魔灵","1919","4","热点专题","热点专题",,"1","0","7320",,"2017-08-08 20:58","2017-08-08 21:48","3000.000000",,,"3279840.000000","7299180.000000","101700"
"10811","10037","龙拳天下","2104","2","精彩点","精彩点",,"2","0","600",,"2017-08-09 22:00","2017-08-09 22:00","0.000000",,,"3366960.000000","7299180.000000","101700"
"10814","10236","三生三世十里桃花","92","2","精彩点/大陆剧场","精彩点","大陆剧场","2","11","480",,"2017-07-02 17:51","2017-07-02 17:51","0.000000","国语","大陆","0.000000","7782420.000000","103320"
"10814","10236","下班抓紧谈恋爱","96","32","热点专题","热点专题",,"1","0","4560",,"2017-08-19 15:42","2017-09-07 15:39","1641420.000000",,,"5780880.000000","7782420.000000","103320"
"10814","10236","中国新歌声 第二季：周董E神上演嘻哈对决","113","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","2220",,"2017-08-27 10:51","2017-09-10 12:08","1214220.000000","国语","大陆","6027420.000000","7782420.000000","103320"
"10814","10236","中国新歌声 第二季：导师混战开启 扎西平措唱响雪域天籁","115","1","精彩点","精彩点",,"2","0","4320",,"2017-08-20 17:34","2017-08-20 17:34","0.000000",,,"4232580.000000","7782420.000000","103320"
"10814","10236","中国新歌声 第二季：张婉清红酒嗓再现经典","116","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","60",,"2017-08-20 08:50","2017-08-20 08:50","0.000000","国语","大陆","4201140.000000","7782420.000000","103320"
"10814","10236","中国新歌声 第二季：王菲密友登场召唤回忆杀","119","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","5640",,"2017-08-06 09:04","2017-08-06 09:04","0.000000","国语","大陆","2992380.000000","7782420.000000","103320"
"10814","10236","中餐厅：周冬雨晋级“真主厨”","126","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","840",,"2017-09-09 19:45","2017-09-09 19:45","0.000000","国语","大陆","5968440.000000","7782420.000000","103320"
"10814","10236","何所冬暖何所夏凉","228","3","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1080",,"2017-09-17 11:12","2017-09-28 21:56","989040.000000","国语","大陆","7617900.000000","7782420.000000","103320"
"10814","10236","使徒行者2","234","2","精彩点/港台剧场","精彩点","港台剧场","2","20","300",,"2017-09-29 20:41","2017-09-29 20:46","300.000000","粤语","香港","7700100.000000","7782420.000000","103320"
"10814","10236","侯天明的梦","238","16","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1320",,"2017-08-02 12:00","2017-08-02 21:53","35580.000000","国语","大陆","2692920.000000","7782420.000000","103320"
"10814","10236","全职没女","263","19","精彩点/港台剧场","精彩点","港台剧场","2","20","2520",,"2017-09-02 09:43","2017-09-10 16:07","714240.000000","粤语","香港","6041760.000000","7782420.000000","103320"
"10814","10236","后天","431","4","精彩点/科幻","精彩点","科幻","2","17","2940",,"2017-07-08 15:12","2017-07-08 16:01","2940.000000","英语","美国","511800.000000","7782420.000000","103320"
"10814","10236","吾儿可教","440","13","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1320",,"2017-09-03 17:10","2017-09-29 15:28","2240280.000000","国语","大陆","7681020.000000","7782420.000000","103320"
"10814","10236","唐人街探案","469","2","热点专题","热点专题",,"1","0","780",,"2017-07-23 09:00","2017-07-23 09:00","0.000000",,,"1782540.000000","7782420.000000","103320"
"10814","10236","复合大师","503","2","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2580",,"2017-07-09 09:35","2017-07-10 13:37","100920.000000","国语","大陆","675960.000000","7782420.000000","103320"
"10814","10236","奔跑吧兄弟 第二季","570","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","1440",,"2017-09-02 09:02","2017-09-02 09:02","0.000000","国语","大陆","5325060.000000","7782420.000000","103320"
"10814","10236","嫁到这世界边端","603","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","180",,"2017-09-10 16:50","2017-09-10 16:50","0.000000","粤语","香港","6044340.000000","7782420.000000","103320"
"10814","10236","巾帼枭雄之谍血长天","710","1","精彩点/港台剧场","精彩点","港台剧场","2","20","120",,"2017-08-27 16:47","2017-08-27 16:47","0.000000","粤语","香港","4834560.000000","7782420.000000","103320"
"10814","10236","平凡岁月","714","7","精彩点/大陆剧场","精彩点","大陆剧场","2","11","180",,"2017-09-14 12:00","2017-09-16 14:46","182760.000000","国语","大陆","6555300.000000","7782420.000000","103320"
"10814","10236","微爱之渐入佳境","757","2","精彩点","精彩点",,"2","0","1020",,"2017-09-02 09:26","2017-09-02 09:26","0.000000",,,"5326500.000000","7782420.000000","103320"
"10814","10236","憨豆先生的大灾难","820","2","精彩点","精彩点",,"2","0","420",,"2017-07-08 15:05","2017-07-08 15:05","0.000000",,,"508440.000000","7782420.000000","103320"
"10814","10236","我们家的微幸福生活","823","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2340",,"2017-07-10 18:08","2017-07-10 18:08","0.000000","国语","大陆","692220.000000","7782420.000000","103320"
"10814","10236","我们来了 第二季：陈妍希展现跳远绝技","831","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","120",,"2017-08-20 08:52","2017-08-20 08:57","300.000000","国语","大陆","4201560.000000","7782420.000000","103320"
"10814","10236","我们的爱","836","12","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2520",,"2017-08-13 11:49","2017-08-19 15:32","531780.000000","国语","大陆","4138860.000000","7782420.000000","103320"
"10814","10236","我的一九九七","875","13","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1860",,"2017-07-09 10:19","2017-07-16 21:22","644580.000000","国语","大陆","1222260.000000","7782420.000000","103320"
"10814","10236","我的仨妈俩爸","876","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","300",,"2017-09-13 19:51","2017-09-13 19:51","0.000000","国语","大陆","6314400.000000","7782420.000000","103320"
"10814","10236","我的前半生","877","19","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2460",,"2017-07-08 20:03","2017-07-23 09:14","1257060.000000","国语","大陆","1783380.000000","7782420.000000","103320"
"10814","10236","打工捱世界Ⅱ","890","6","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","1260",,"2017-07-09 18:35","2017-07-10 20:37","93720.000000","粤语","香港","701160.000000","7782420.000000","103320"
"10814","10236","抢劫坚果店","897","4","精彩点","精彩点",,"2","0","420",,"2017-09-02 08:51","2017-09-02 08:58","420.000000",,,"5324820.000000","7782420.000000","103320"
"10814","10236","挑战者联盟 第三季：郑元畅陈学冬联手夺宝","912","1","精彩点","精彩点",,"2","0","120",,"2017-07-29 18:57","2017-07-29 18:57","0.000000",,,"2336760.000000","7782420.000000","103320"
"10814","10236","旅途的花样：李治廷回归被美女放倒","961","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","1740",,"2017-07-29 18:59","2017-07-29 18:59","0.000000","国语","大陆","2336880.000000","7782420.000000","103320"
"10814","10236","春天里","1020","7","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1560",,"2017-09-07 15:41","2017-09-29 15:26","1899900.000000","国语","大陆","7680900.000000","7782420.000000","103320"
